Property Type,Address,Region,Rent,Total Rent,Area,Rooms,Bathrooms,Garage,Furnished
Apartamento,Rua Marechal José Beviláqua,Taquara,2210,3125,71,2,3,0.0,0
Apartamento,Estrada Rodrigues Caldas,Taquara,1560,2169,52,2,1,0.0,0
Studio e kitnet,Rua Leandro Martins,Centro,1100,1771,46,1,1,0.0,0
Apartamento,Rua Barão de Icaraí,Flamengo,5200,6934,108,3,2,0.0,0
Studio e kitnet,Estrada do Dendê,Moneró,1250,1489,40,1,1,0.0,0
Apartamento,Rua Ana Silva,Pechincha,1750,2745,70,2,2,1.0,1
Casa em condomínio,Rua Alberto Pasqualini,Pechincha,2500,2837,90,2,3,1.0,0
Studio e kitnet,Rua Senador Dantas,Centro,824,1918,61,1,1,0.0,0
Apartamento,Avenida Brasil,Irajá,1100,1493,65,2,1,1.0,0
Apartamento,Rua Basílio de Brito,Cachambi,1540,2077,72,2,2,1.0,0
Apartamento,Rua Silva Castro,Copacabana,4560,7082,160,3,2,1.0,1
Casa,Rua Rosa E Silva,Grajaú,4000,4338,170,3,4,0.0,0
Studio e kitnet,Avenida Ernani Cardoso,Cascadura,720,900,40,1,1,0.0,0
Apartamento,Rua Getúlio,Todos Os Santos,1250,2190,70,2,2,1.0,0
Apartamento,Rua Geminiano Góis,Freguesia (jacarepaguá),1818,3326,113,3,2,1.0,0
Apartamento,Estrada do Rio Grande,Taquara,1000,1967,40,1,1,1.0,0
Apartamento,Rua Primo Teixeira,Encantado,940,1303,74,2,2,0.0,0
Apartamento,Rua Domingos Ferreira,Copacabana,4073,5932,120,3,3,1.0,1
Casa em condomínio,Rua Jaciru,Taquara,4050,4467,128,3,3,0.0,1
Apartamento,Rua Antônio Cordeiro,Jacarepaguá,3250,4502,99,3,3,1.0,0
Apartamento,Rua Dois de Fevereiro,Encantado,1870,2198,65,2,2,1.0,0
Apartamento,Rua Senador Dantas,Centro,2000,2989,52,2,1,0.0,1
Apartamento,Rua Professor Viana da Silva,Braz de Pina,2184,2519,130,2,2,1.0,0
Casa,Avenida João Ribeiro,Pilares,1445,1470,60,1,1,0.0,0
Apartamento,Rua São Platão,Anil,1900,2486,56,2,1,1.0,1
Apartamento,Rua de Bonsucesso,Bonsucesso,1400,2037,150,2,1,0.0,0
Apartamento,Rua das Laranjeiras,Laranjeiras,3500,5652,113,3,1,0.0,0
Apartamento,Rua Miguel Rangel,Cascadura,1010,1250,62,1,2,0.0,0
Apartamento,Estrada Padre Roser,Vila da Penha,1800,2470,48,2,1,0.0,0
Apartamento,Rua Quito,Penha,2100,2816,57,2,2,1.0,0
Casa,Avenida Geremário Dantas,Jacarepaguá,2000,2595,100,2,1,1.0,0
Apartamento,Rua Sambaíba,Leblon,8000,10350,139,4,3,0.0,0
Apartamento,Rua Prefeito Olímpio de Melo,Benfica,1700,2196,50,2,1,0.0,0
Apartamento,Rua Marquês de Jacarepaguá,Taquara,2009,2787,74,3,2,1.0,0
Apartamento,Rua Dois de Maio,Sampaio,1600,1962,48,2,1,0.0,0
Apartamento,Rua Tonelero,Copacabana,3489,4690,57,2,2,0.0,0
Apartamento,Rua Luiz Beltrão,Vila Valqueire,2100,2182,70,2,1,1.0,1
Apartamento,Rua Marquês de Jacarepaguá,Taquara,1900,2737,70,2,1,1.0,0
Apartamento,Avenida Vice-presidente José Alencar,Jacarepaguá,3774,5000,70,2,2,1.0,1
Apartamento,Avenida dos Mananciais,Taquara,3300,4308,87,3,2,1.0,1
Apartamento,Avenida Atlântica,Leme,4950,6759,80,1,2,0.0,0
Studio e kitnet,Rua Riachuelo,Centro,2520,3163,37,1,1,1.0,0
Apartamento,Avenida Meriti,Vila Kosmos,950,1632,75,2,1,1.0,0
Casa,Rua Maracaipe,Marechal Hermes,2856,3041,146,3,2,0.0,0
Apartamento,Rua Almirante Saddock de Sá,Ipanema,3110,6485,42,1,1,1.0,0
Apartamento,Rua Saravata,Marechal Hermes,1080,1421,70,2,1,0.0,0
Apartamento,Rua Marquês São Vicente,Gávea,6000,7601,112,3,2,1.0,0
Casa,Rua Orica,Brás de Pina,1700,1819,70,2,1,0.0,0
Apartamento,Rua da Relação,Centro,2640,3399,42,1,1,0.0,1
Apartamento,Rua Assis Brasil,Copacabana,3332,5613,130,4,1,1.0,0
Apartamento,Rua Afonso Ribeiro,Penha,1050,1391,50,1,1,0.0,0
Apartamento,Rua Mário Calderaro,Engenho de Dentro,1400,1755,75,2,2,0.0,0
Apartamento,Avenida Geremário Dantas,Freguesia de Jacarepaguá,2600,3418,60,2,2,1.0,0
Casa,Rua Edgard Teixeira,Colégio,2210,2248,125,2,1,0.0,0
Apartamento,Estrada dos Três Rios,Freguesia de Jacarepaguá,1700,2657,42,1,1,1.0,0
Studio e kitnet,Praça da Bandeira,Praça da Bandeira,3200,3648,35,1,1,0.0,1
Apartamento,Estrada do Bananal,Freguesia de Jacarepaguá,3008,4516,145,2,3,0.0,0
Studio e kitnet,Avenida das Américas,Barra da Tijuca,2800,4676,38,1,1,1.0,1
Apartamento,Rua Adolfo Bergamini,Engenho de Dentro,1600,2059,68,2,1,0.0,0
Casa em condomínio,Rua Divisória,Bento Ribeiro,2880,3087,120,3,2,0.0,1
Apartamento,Rua Marquês de Valença,Tijuca,4000,5430,82,2,2,1.0,0
Apartamento,Rua Cintra,Penha Circular,1485,1543,71,2,1,0.0,0
Apartamento,Estrada do Dendê,Tauá,1550,1822,45,2,1,0.0,0
Apartamento,Rua Clóvis Bevilaqua,Tijuca,3600,4933,110,3,1,1.0,0
Apartamento,Rua Dias da Cruz,Méier,1600,2551,70,2,1,0.0,0
Casa,Rua Angelina,Encantado,3000,3189,148,2,2,1.0,0
Apartamento,Rua Vital,Quintino Bocaiuva,1360,1851,70,1,1,1.0,0
Studio e kitnet,Avenida Augusto Severo,Glória,1720,2582,30,1,1,0.0,0
Casa,Rua Xavier Curado,Marechal Hermes,2780,2899,120,3,2,0.0,0
Apartamento,Avenida do Magistério,Portuguesa,1500,1987,55,1,1,1.0,0
Apartamento,R. Alm. Saddock de Sá,Ipanema,6400,8460,78,2,2,0.0,1
Apartamento,Rua Humberto de Campos,Leblon,8500,10160,68,2,2,1.0,1
Apartamento,Rua Toropasso,Irajá,1300,1672,130,2,1,0.0,0
Apartamento,Avenida Lúcio Costa,Barra da Tijuca,7500,10050,80,2,2,0.0,1
Casa,Rua Firmino Fragoso,Madureira,2600,2711,90,2,2,1.0,0
Apartamento,Rua Guimarães Rosa,Barra da Tijuca,4600,7650,101,3,2,0.0,0
Casa em condomínio,Rua Guaranésia,Vila Valqueire,3500,3716,120,3,2,0.0,0
Apartamento,Rua Grauben Barbosa,Méier,1460,2114,60,2,1,0.0,0
Apartamento,Rua General Ribeiro da Costa,Leme,5500,8335,120,2,2,0.0,1
Casa em condomínio,Rua Nicarágua,Penha,2670,2788,80,2,1,1.0,0
Apartamento,Rua Aroazes,Jacarepaguá,4400,5686,76,3,3,1.0,0
Apartamento,Avenida Vice Presidente José Alencar,Jacarepaguá,3500,5179,75,2,2,1.0,0
Apartamento,Rua Dias da Cruz,Méier,1480,2365,59,2,1,0.0,0
Apartamento,Estrada do Dendê,Tauá,1550,1802,50,2,1,0.0,0
Apartamento,Rua Cinco de Julho,Copacabana,8000,10060,77,2,2,1.0,1
Apartamento,Avenida Epitácio Pessoa,Lagoa,5990,8039,80,2,2,1.0,0
Apartamento,Avenida Dom Hélder Câmara,Quintino Bocaiuva,910,1292,70,1,1,0.0,0
Apartamento,Rua Amilcar de Castro,Jacarepaguá,4773,6767,105,3,2,1.0,1
Casa,Estrada do Rio Grande,Taquara,3000,3978,70,2,2,0.0,0
Apartamento,Estrada do Cafundá,Tanque,1650,2264,39,1,1,1.0,0
Apartamento,Rua da Justiça,Vila da Penha,1650,2189,60,2,2,1.0,0
Apartamento,Rua Riachuelo,Centro,2500,3145,31,1,1,0.0,0
Apartamento,Rua Domingos Ferreira,Copacabana,5600,7957,86,2,2,1.0,1
Casa em condomínio,Rua Ana Cristina Cesar,Freguesia de Jacarepaguá,4059,5096,80,3,4,1.0,0
Apartamento,Rua do Trabalho,Vila da Penha,1700,2064,80,2,2,1.0,0
Apartamento,Avenida Geremário Dantas,Pechincha,3500,4336,39,2,1,1.0,0
Apartamento,Rua Barata Ribeiro,Copacabana,3650,5020,62,2,1,0.0,1
Apartamento,Estrada do Engenho D’água,Anil,6500,7385,55,2,2,1.0,0
Apartamento,Rua Franz Weissman,Jacarepaguá,3750,5370,72,2,2,1.0,1
Apartamento,Rua Santos Titara,Todos Os Santos,3381,5215,125,3,3,0.0,0
Apartamento,Rua Lúcio de Mendonça,Maracanã,5910,7065,106,3,2,1.0,0
Apartamento,Rua do Resende,Centro,2700,3873,47,1,1,1.0,0
Apartamento,Rua Piauí,Cachambi,5490,6258,57,2,2,1.0,0
Apartamento,Estrada da Água Grande,Irajá,2830,3678,69,3,2,1.0,0
Apartamento,Rua Piauí,Cachambi,7320,8093,45,1,2,1.0,0
Apartamento,Rua Piauí,Cachambi,5490,6197,45,1,1,1.0,0
Studio e kitnet,Rua da Conceição,Centro,1300,1960,34,1,1,0.0,0
Casa,Rua Enéas Galvão,Méier,5430,5573,115,3,2,1.0,0
Apartamento,Rua Piauí,Cachambi,5490,6123,45,1,1,1.0,0
Studio e kitnet,Rua da Conceição,Centro,1300,1927,34,1,1,0.0,0
Apartamento,Rua Piauí,Cachambi,5740,6501,57,2,2,0.0,0
Apartamento,Rua Piauí,Cachambi,7270,8249,57,2,2,1.0,0
Apartamento,Rua Piauí,Cachambi,7270,8688,57,2,2,1.0,0
Apartamento,Rua Piauí,Cachambi,6330,7109,57,2,2,1.0,0
Apartamento,Rua Piauí,Cachambi,7270,8249,58,2,2,1.0,0
Apartamento,Rua Piauí,Cachambi,7270,8053,45,1,1,1.0,0
Apartamento,Rua Piauí,Cachambi,6330,6913,45,1,1,1.0,0
Apartamento,Rua Piauí,Cachambi,6330,7218,70,3,2,1.0,0
Apartamento,Rua Piauí,Cachambi,6560,7451,70,3,2,1.0,0
Apartamento,Rua Magalhães Castro,Riachuelo,5690,6244,55,2,1,0.0,0
Apartamento,Rua Piauí,Cachambi,6300,7046,45,1,1,0.0,0
Casa em condomínio,Rua Manoel Vitorino,Encantado,700,712,50,2,1,0.0,0
Studio e kitnet,Rua Angelina,Encantado,650,675,31,1,1,0.0,0
Apartamento,Avenida Princesa Isabel,Copacabana,2350,2866,30,1,1,0.0,0
Studio e kitnet,Rua Arapoca,Gardênia Azul,580,603,25,1,1,0.0,0
Apartamento,Rua da Abolição,Abolição,935,1104,56,2,1,0.0,0
Apartamento,Rua Cândido Benício,Campinho,1120,1213,40,2,2,0.0,0
Casa,Rua Capitão Bellini,Irajá,1100,1147,73,3,1,0.0,0
Apartamento,Rua Silvia,Piedade,810,841,59,2,1,0.0,0
Apartamento,Rua Ministro Viveiros de Castro,Copacabana,2400,3254,30,1,1,0.0,1
Casa em condomínio,Rua Barbosa da Silva,Riachuelo,1166,1186,92,1,1,0.0,0
Casa,Rua João Henrique,Cordovil,790,1024,90,2,2,1.0,0
Casa,Rua Eulina Ribeiro,Engenho de Dentro,800,884,50,1,1,0.0,0
Studio e kitnet,Rua Justiniano de Serpa,Higienópolis,656,681,20,1,1,0.0,0
Casa,Avenida João Ribeiro,Pilares,1200,1302,69,3,1,1.0,0
Studio e kitnet,Rua Casemiro de Abreu,Pilares,780,811,35,1,1,0.0,0
Studio e kitnet,Rua Pereira de Figueiredo,Oswaldo Cruz,800,831,30,1,1,0.0,0
Apartamento,Avenida Marechal Rondon,São Francisco Xavier,935,1636,55,2,1,0.0,1
Studio e kitnet,Avenida Nossa Senhora de Copacabana,Copacabana,2200,3015,30,1,1,0.0,1
Studio e kitnet,Rua Riachuelo,Centro,1650,2122,15,1,1,0.0,1
Casa,Rua Ana Quintão,Piedade,500,546,30,1,1,0.0,0
Apartamento,Avenida Canal Rio Caçambe,Jacarepaguá,1880,2416,48,2,1,1.0,1
Apartamento,Rua Francisco Venâncio Filho,Penha Circular,1100,1224,60,3,1,0.0,0
Casa,Rua Major Azevedo,Irajá,1300,1363,120,3,2,0.0,0
Casa,Rua João Barbalho,Quintino Bocaiúva,1020,1149,75,3,2,1.0,0
Apartamento,Rua Barata Ribeiro,Copacabana,1600,2287,43,1,1,0.0,0
Casa,Rua Cametá Cascadura Rio de Janeiro Brasil,Cascadura,1110,1157,90,2,1,1.0,0
Apartamento,Rua Oscár,Quintino Bocaiuva,870,1004,45,2,1,0.0,0
Casa em condomínio,Avenida Ministro Edgard Romero,Madureira,765,1277,60,2,1,1.0,0
Casa,Rua Suruí,Braz de Pina,1190,1240,100,2,1,1.0,0
Casa,Rua Capitão Menezes,Praça Seca,1000,1042,60,2,1,1.0,0
Apartamento,Rua Japurá,Praça Seca,960,997,50,2,1,0.0,0
Studio e kitnet,Avenida Nossa Senhora de Copacabana,Copacabana,2000,2651,31,1,1,0.0,0
Casa em condomínio,Rua Taquarí,Brás de Pina,1280,1395,89,2,1,1.0,0
Apartamento,Rua Bela,São Cristóvão,950,1130,33,1,1,1.0,0
Apartamento,Rua Marechal Taumaturgo de Azevedo,Tijuca,2790,3564,110,4,2,0.0,0
Apartamento,Travessa da Paz,Rio Comprido,1500,1816,70,2,2,0.0,0
Apartamento,Travessa Cerqueira Lima,Riachuelo,1130,1604,75,2,1,1.0,0
Casa,Rua Ana Neri,Benfica,1500,1564,100,2,2,0.0,0
Apartamento,Avenida Marechal Rondon,Rocha,1160,2305,60,3,2,0.0,1
Apartamento,Rua Ana Quintão,Piedade,640,732,39,1,1,0.0,0
Apartamento,Avenida Canal do Rio Caçambê,Jacarepaguá,1400,1935,70,2,1,1.0,0
Apartamento,Rua Marechal Bittencourt,Riachuelo,1160,1825,66,2,1,0.0,1
Apartamento,Rua Belfort Roxo,Copacabana,1850,2555,35,1,1,0.0,1
Apartamento,Rua Guarani,Quintino Bocaiúva,500,909,52,1,1,1.0,0
Casa,Rua Anajás,Váz Lobo,1190,1240,60,2,1,0.0,0
Apartamento,Estrada de Jacarepaguá,Jacarepaguá,1340,2118,54,2,1,1.0,0
Apartamento,Rua Ana Cristina Cesar,Freguesia de Jacarepaguá,1062,1628,48,2,1,1.0,0
Apartamento,Estrada de Jacarepaguá,Itanhangá,1200,2001,62,2,1,0.0,0
Studio e kitnet,Travessa Newton Vasconcelos,Piedade,670,696,23,1,1,0.0,0
Apartamento,Rua João Dalton,Irajá,1105,1248,150,3,2,0.0,0
Casa,Rua Tomaz Alves,Cascadura,850,887,71,1,1,0.0,0
Casa,Rua Coimbra,Penha,1500,1564,110,4,1,0.0,0
Apartamento,Rua Ministro Gabriel de Piza,Freguesia de Jacarepaguá,900,965,28,1,1,0.0,0
Apartamento,Rua Leandro Martins,Centro,970,1814,45,2,1,0.0,1
Casa em condomínio,Rua Lins de Vasconcelos,Lins de Vasconcelos,1550,1778,150,2,1,0.0,0
Apartamento,Estrada dos Três Rios,Freguesia (jacarepaguá),1465,1786,32,2,1,0.0,1
Apartamento,Rua Nelson Faria Castro,Engenho Novo,1070,1445,75,2,1,0.0,0
Apartamento,Rua Estrela do Sul,Curicica,1070,1351,70,3,2,0.0,0
Casa em condomínio,Rua Angelina,Encantado,650,677,38,1,1,0.0,0
Apartamento,Rua Doutor Manuel Cotrim,Riachuelo,764,993,45,1,1,0.0,0
Casa em condomínio,Rua Tirol,Freguesia (jacarepaguá),2600,2895,200,2,3,1.0,0
Apartamento,Rua Itamarati,Cascadura,1150,1294,50,2,2,1.0,0
Casa,Rua São Calisto,Tanque,1650,1879,155,2,2,1.0,0
Apartamento,Rua Uruguai,Tijuca,1600,2312,70,2,1,0.0,0
Apartamento,Rua Araújo Leitão,Engenho Novo,1100,1987,65,3,1,1.0,0
Casa,Rua Samuel das Neves,Pechincha,770,802,35,1,1,0.0,0
Apartamento,Estrada de Jacarepaguá,Itanhangá,2800,3602,66,2,2,1.0,0
Apartamento,Rua Piragibe,Inhauma,900,1275,58,3,1,1.0,0
Apartamento,Rua Ministro Artur Costa,Jardim America,920,955,100,2,1,0.0,0
Apartamento,Avenida Geremário Dantas,Tanque,722,750,32,1,1,0.0,0
Casa em condomínio,"Rua Carandá - Piedade, Rio de Janeiro - State Of Rio de Janeiro, Brazil",Piedade,1517,1611,80,2,3,1.0,0
Apartamento,Rua José Sombra,Irajá,850,883,50,1,1,1.0,0
Apartamento,Rua Barra Bonita,Jacarepaguá,2500,3547,78,3,2,1.0,0
Apartamento,Rua Jacui,Braz de Pina,800,1111,60,2,2,0.0,0
Apartamento,Avenida Ernani Cardoso,Cascadura,500,1159,98,2,1,1.0,0
Apartamento,Rua Estrela do Sul,Curicica,1150,1434,80,3,2,0.0,0
Casa,Rua Narciso,Colégio,1112,1159,80,2,1,0.0,0
Casa,Rua Alice Freitas,Váz Lobo,1200,1252,48,2,1,1.0,0
Apartamento,Rua Carolina Amado,Irajá,730,990,48,2,1,0.0,0
Apartamento,Estrada do Rio Grande,Taquara,1000,1258,40,2,1,0.0,0
Apartamento,Rua São João,Rocha,1200,2138,62,3,2,1.0,0
Casa,Rua Miranda E Brito,Irajá,1500,1564,100,2,1,1.0,0
Apartamento,Rua Real Grandeza,Botafogo,2700,3225,20,1,1,0.0,0
Casa em condomínio,Rua Tiboim,Brás de Pina,1600,1698,115,3,3,0.0,0
Apartamento,Rua Lígia,Olaria,740,1116,39,2,1,0.0,0
Casa,Rua Silva Guimarães,Tijuca,4200,5045,253,3,4,1.0,0
Casa,Rua Samuel das Neves,Pechincha,2250,2396,160,3,3,1.0,0
Casa,Rua Elías da Silva,Piedade,750,810,50,1,1,0.0,0
Apartamento,Rua São Francisco Xavier,São Francisco Xavier,970,1975,70,2,2,1.0,0
Apartamento,Rua Canário da Terra,Taquara,1147,1191,61,2,1,0.0,0
Studio e kitnet,Rua Dois de Maio,Engenho Novo,1039,1221,50,1,1,0.0,0
Apartamento,Rua São Calisto,Tanque,867,1151,61,2,1,1.0,0
Apartamento,Rua Barão Bom Retiro,Engenho Novo,1300,2295,75,2,1,1.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,2000,2740,50,2,1,1.0,1
Casa em condomínio,Avenida Dom Hélder Câmara,Quintino Bocaiuva,1550,1691,55,2,1,0.0,0
Casa em condomínio,Rua Soldado Péricles Leal Bezerra,Anil,1000,1016,30,1,1,0.0,0
Apartamento,Rua Dona Constança,Madureira,1180,1226,74,2,1,1.0,0
Apartamento,Rua Condessa Belmonte,Engenho Novo,1100,1493,60,2,1,0.0,0
Apartamento,Rua Piaui,Todos Os Santos,1000,1462,70,2,2,1.0,0
Apartamento,Avenida Arapogi,Braz de Pina,700,803,50,1,1,0.0,0
Apartamento,Rua Borja Reis,Engenho de Dentro,1050,1641,48,2,1,1.0,0
Apartamento,Avenida Ayrton Senna,Barra da Tijuca,2900,4522,71,2,2,1.0,1
Apartamento,Rua Alceu Amoroso Lima,Barra da Tijuca,2489,4176,65,1,1,1.0,1
Apartamento,Rua Entremontes,Praia da Bandeira,1050,1494,47,2,1,1.0,0
Apartamento,Rua Tamiarana,Higienópolis,1100,1298,72,2,1,0.0,0
Casa,Rua Conde de Rezende,Bento Ribeiro,680,709,32,1,1,0.0,0
Casa em condomínio,Rua Soldado Péricles Leal Bezerra,Anil,1400,1424,30,1,1,0.0,1
Apartamento,Avenida Oswaldo Cruz,Flamengo,2500,3526,50,1,1,1.0,0
Casa,Rua Coleiro-do-brejo,Taquara,1518,1583,105,3,2,0.0,0
Casa,Rua Iricume,Braz de Pina,2200,2293,98,4,2,0.0,0
Apartamento,Rua Araújo Leitão,Engenho Novo,1020,1977,60,3,1,1.0,0
Apartamento,Rua Joaquim Palhares,Praca da Bandeira,1500,2348,90,2,2,0.0,0
Apartamento,Rua Andrade Figueira,Madureira,700,1228,46,2,2,0.0,0
Apartamento,Rua Guaramiranga,Quintino Bocaiuva,1300,1430,80,2,1,1.0,0
Apartamento,Rua Leopoldino Bastos,Engenho Novo,1450,2086,49,2,1,1.0,0
Apartamento,Rua Jacui,Brás de Pina,780,1091,70,2,2,0.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,2460,4343,68,2,2,0.0,1
Apartamento,Rua Marquês de Jacarepaguá,Taquara,1350,2286,86,2,2,1.0,0
Casa,Rua Honório,Cachambi,1650,1810,100,2,2,0.0,0
Apartamento,Rua Viana Drumond,Vila Isabel,1310,2004,65,2,2,0.0,0
Apartamento,Rua Nossa Senhora de Lourdes,Grajau,1750,2236,80,2,2,0.0,0
Casa,Rua Marques de Oliveira,Ramos,880,917,40,1,1,0.0,0
Apartamento,Rua Doutor Oscár Pímentel,Tijuca,1700,2885,64,1,1,1.0,0
Apartamento,Rua Caniú,Pechincha,1300,1950,65,2,2,1.0,0
Apartamento,Rua Heráclito Graça,Lins de Vasconcelos,800,1391,85,2,1,1.0,0
Casa,Rua Iguaperiba,Brás de Pina,770,802,40,1,1,0.0,0
Apartamento,Rua Jornalista Geraldo Rocha,Jardim America,760,839,52,1,1,0.0,0
Casa,Rua Maria Paula,Engenho de Dentro,1900,1998,200,2,2,1.0,0
Apartamento,Rua Isolina,Méier,1700,2172,65,3,2,1.0,0
Apartamento,Rua Álvaro de Miranda,Pilares,1200,1247,50,1,1,0.0,0
Casa em condomínio,Estrada do Rio Grande,Taquara,4500,5257,300,3,5,0.0,0
Apartamento,Rua Pernambuco,Engenho de Dentro,800,1191,67,2,1,0.0,0
Apartamento,Rua Vítor Meireles,Riachuelo,1150,1932,60,2,1,1.0,0
Apartamento,Estrada Três Rios,Freguesia (jacarepaguá),1200,1477,40,1,1,1.0,0
Casa,Rua Amarantina,Taquara,1500,1571,60,2,2,0.0,0
Apartamento,Estrada do Cafundá,Taquara,1150,1594,40,1,1,1.0,0
Apartamento,Rua Assis Carneiro,Piedade,1000,1503,43,2,1,0.0,0
Apartamento,Rua Paulo Píres,Tomás Coelho,870,1204,60,2,1,1.0,0
Apartamento,Avenida Ayrton Senna,Barra da Tijuca,2640,4738,78,2,2,1.0,0
Apartamento,Rua Quiririm,Vila Valqueire,1020,1110,70,2,2,0.0,0
Apartamento,Rua Andrade Neves,Tijuca,2230,4100,121,3,3,0.0,0
Apartamento,Rua Barão do Bom Retiro,Engenho Novo,1700,2866,100,3,2,1.0,0
Casa,Rua Souza Franco,Vila Isabel,2400,2524,106,2,3,0.0,0
Apartamento,Rua Barão do Bom Retiro,Engenho Novo,1370,2324,80,2,1,1.0,0
Apartamento,Avenida Lúcio Costa,Barra da Tijuca,14050,20500,169,1,2,0.0,0
Apartamento,Avenida Brasil,Irajá,1320,1372,70,3,1,0.0,0
Apartamento,Avenida Ministro Edgard Romero,Madureira,935,1432,72,3,2,1.0,0
Apartamento,Rua da República,Quintino Bocaiúva,1200,1400,58,2,1,0.0,0
Apartamento,Rua Ministro Gabriel de Piza,Pechincha,700,1185,50,2,1,1.0,0
Apartamento,Avenida Darcy Bitencourt Costa,Olaria,1500,1683,118,3,2,0.0,0
Apartamento,Rua São Francisco Xavier,Maracanã,1600,2505,72,2,2,1.0,0
Apartamento,Rua Carlos Palut,Taquara,1100,1493,50,2,1,1.0,0
Apartamento,Estrada Mapuá,Jacarepaguá,1300,1736,50,2,1,1.0,0
Apartamento,Rua Dias da Cruz,Méier,1050,2012,60,2,2,1.0,0
Apartamento,Rua Carvalho Alvim,Andaraí,3200,4121,100,3,2,1.0,0
Apartamento,Rua General Clarindo,Encantado,850,1513,50,2,1,1.0,0
Apartamento,Rua Francisco,Praça Seca,1300,1660,73,3,2,1.0,0
Apartamento,Rua Alice Figueiredo,Engenho Novo,1000,1380,89,2,1,0.0,0
Apartamento,Rua Tenente Matheus Levino dos Santos,Vista Alegre,750,779,35,1,1,0.0,0
Apartamento,Estrada do Pau-ferro,Freguesia (jacarepaguá),2366,3480,72,2,2,1.0,1
Casa,Rua General Zenóbio da Costa,Vila Isabel,3200,3437,110,3,2,0.0,1
Apartamento,Rua Ana Teles,Campinho,765,1144,52,2,1,0.0,0
Apartamento,Rua Vaz de Tolêdo,Engenho Novo,1147,2441,58,2,1,0.0,0
Apartamento,Rua Cândido Gaffree,Urca,4500,5023,120,3,1,0.0,0
Apartamento,Rua Alfredo Pinto,Tijuca,2800,3899,70,2,2,0.0,0
Studio e kitnet,Rua Altinópolis,Praia da Bandeira,750,1229,30,1,1,0.0,0
Casa,Rua Leopoldina Rego,Ramos,1275,1360,50,2,1,0.0,0
Casa em condomínio,Rua Guiraréia,Irajá,800,834,40,1,1,0.0,0
Apartamento,Rua Caçu,Taquara,1550,1896,72,3,2,1.0,0
Apartamento,Rua Dionísio,Penha,820,1302,65,2,1,1.0,0
Studio e kitnet,Rua Frei Caneca,Centro,810,1454,28,1,1,0.0,0
Apartamento,Avenida Olof Palme,Jacarepaguá,2700,3804,66,2,2,0.0,1
Apartamento,Estrada Mapuá,Taquara,1300,1700,48,2,1,1.0,0
Apartamento,Estrada Coronel Pedro Corrêa,Jacarepaguá,2000,2626,40,1,1,1.0,0
Apartamento,Rua General Cláudio,Marechal Hermes,1010,1050,60,1,1,1.0,0
Apartamento,Rua Calumbi,Irajá,1500,1904,86,3,2,1.0,0
Apartamento,Rua Cândido Benício,Campinho,800,1436,60,2,1,1.0,0
Apartamento,Rua Carlos Oswald,Barra da Tijuca,5500,7431,160,4,4,0.0,0
Apartamento,Rua Joaquim Meier,Méier,1800,2702,105,3,2,1.0,0
Casa,Rua Tenente Araquém Batista,Vila da Penha,1150,1199,40,1,1,0.0,0
Apartamento,Rua Soares da Costa,Tijuca,2200,3405,64,1,2,1.0,1
Apartamento,Rua Bernardino de Campos,Piedade,950,1187,57,2,1,0.0,0
Studio e kitnet,Rua General Silvio Pereira da Silva,Curicica,1460,1516,24,1,1,0.0,0
Apartamento,Rua Francisco Otaviano,Ipanema,5253,6457,70,3,3,1.0,1
Apartamento,Rua Clarimundo de Melo,Piedade,935,1668,58,2,1,1.0,0
Casa em condomínio,Estrada da Ligação,Taquara,2800,3059,170,3,3,1.0,0
Studio e kitnet,Rua Acre,Centro,1500,1978,40,1,1,0.0,1
Apartamento,Rua Hermengarda,Méier,1000,1920,51,2,1,1.0,0
Apartamento,Rua Euclídes Faria,Ramos,1200,1620,60,2,1,1.0,0
Apartamento,Rua Tenente Matheus Levino dos Santos,Vista Alegre,730,758,35,1,1,0.0,0
Apartamento,Rua Carolina Santos,Lins de Vasconcelos,1070,1774,60,2,1,1.0,0
Casa,Rua Marina,Bento Ribeiro,2000,2085,92,4,2,0.0,0
Apartamento,Estrada dos Três Rios,Freguesia de Jacarepaguá,1460,1982,50,2,1,0.0,0
Apartamento,Rua Braulio Muniz,Abolição,1190,1806,60,2,2,0.0,0
Apartamento,Rua Vinte E Quatro de Maio,Sampaio,990,1628,65,2,1,0.0,0
Apartamento,Rua Eugênia Pourchet,Cordovil,1100,1323,50,1,1,1.0,0
Apartamento,Rua Carlos Palut,Taquara,1190,1556,40,2,1,1.0,0
Apartamento,Rua Lins de Vasconcelos,Lins de Vasconcelos,1600,2731,70,2,1,1.0,1
Apartamento,Estrada Marechal Miguel Salazar Mendes de Moraes,Jacarepaguá,920,1355,60,2,1,1.0,0
Apartamento,Rua Dona Teresa,Engenho de Dentro,1380,1848,100,2,2,1.0,0
Apartamento,Rua Irapua,Penha Circular,888,922,65,1,1,0.0,0
Apartamento,Rua Magé,Penha Circular,1500,1558,80,2,1,1.0,0
Apartamento,Rua Coronel Magalhães,Cascadura,1020,1234,47,2,1,0.0,0
Apartamento,Rua Mapendi,Taquara,1460,2454,70,3,2,1.0,0
Apartamento,Rua Marques de Leão,Engenho Novo,1100,1865,64,2,1,1.0,0
Apartamento,Rua Dias da Cruz,Méier,1550,2428,65,3,2,0.0,0
